index,acc1,acc5,loss,macs,params,model_size,inference_time
0,0.8412747524752475,0.968440594059406,71.7917678207159,16864992232,86567656,330.2294006347656,0
1,0.8391089108910891,0.968440594059406,72.85594177991152,16787478248,86174184,328.7284240722656,0
2,0.8363242574257426,0.9656559405940595,73.81117581576109,16709964264,85780712,327.2274475097656,0
3,0.8350866336633663,0.9641089108910891,73.75098121166229,16632450280,85387240,325.7264709472656,0
4,0.8313737623762376,0.9641089108910891,75.06358446925879,16554936296,84993768,324.2254943847656,0
5,0.8276608910891089,0.963180693069307,76.60053092986345,16477422312,84600296,322.7245178222656,0
6,0.8245668316831684,0.9603960396039604,78.25138290971518,16399908328,84206824,321.2235412597656,0
7,0.8245668316831684,0.9573019801980198,78.74335841089487,16322394344,83813352,319.7225646972656,0
8,0.818069306930693,0.9526608910891089,81.46094164252281,16244880360,83419880,318.2215881347656,0
9,0.818069306930693,0.9511138613861386,82.05614550411701,16167366376,83026408,316.7206115722656,0
10,0.8146658415841584,0.9508044554455446,83.69590634852648,16089852392,82632936,315.2196350097656,0
11,0.8118811881188119,0.9495668316831684,84.44134020805359,16012338408,82239464,313.7186584472656,0
12,0.8125,0.9501856435643564,85.70851829648018,15934824424,81845992,312.2176818847656,0
13,0.8106435643564357,0.9492574257425742,86.9304406195879,15857310440,81452520,310.7167053222656,0
14,0.8050742574257426,0.9467821782178217,88.1078867316246,15779796456,81059048,309.2157287597656,0
15,0.7985767326732673,0.943069306930693,90.34769210219383,15702282472,80665576,307.7147521972656,0
16,0.7933168316831684,0.9418316831683168,94.39361122250557,15624768488,80272104,306.2137756347656,0
17,0.7923886138613861,0.9405940594059405,95.89060398936272,15547254504,79878632,304.7127990722656,0
18,0.7930074257425742,0.942450495049505,91.70090858638287,15469740520,79485160,303.2118225097656,0
19,0.7936262376237624,0.9421410891089109,91.88016944378614,15392226536,79091688,301.7108459472656,0
20,0.7920792079207921,0.9402846534653465,92.34752689301968,15314712552,78698216,300.2098693847656,0
21,0.7920792079207921,0.9399752475247525,93.10351673513651,15237198568,78304744,298.7088928222656,0
22,0.7926980198019802,0.9409034653465347,93.07913376390934,15159684584,77911272,297.2079162597656,0
23,0.7936262376237624,0.9412128712871287,92.75243183970451,15082170600,77517800,295.7069396972656,0
24,0.7945544554455446,0.9421410891089109,93.23145983368158,15004656616,77124328,294.2059631347656,0
25,0.7939356435643564,0.9418316831683168,94.6523602232337,14927142632,76730856,292.7049865722656,0
26,0.7936262376237624,0.943069306930693,93.74232038855553,14849628648,76337384,291.2040100097656,0
27,0.7886757425742574,0.9365717821782178,102.00336617603898,14772114664,75943912,289.7030334472656,0
