dataset,model,scope,ratio,method,epoch,total_epoch,accuracy,validation_loss
modelnet40,pointnet,global,2.0,fpgm,73,100,0.8703,0.4043
modelnet40,pointnet,global,2.0,fpgm,74,100,0.8732,0.4032
modelnet40,pointnet,global,2.0,fpgm,75,100,0.8805,0.3924
modelnet40,pointnet,global,2.0,fpgm,76,100,0.8809,0.3912
modelnet40,pointnet,global,2.0,fpgm,77,100,0.8768,0.3980
modelnet40,pointnet,global,2.0,fpgm,78,100,0.8809,0.3942
modelnet40,pointnet,global,2.0,fpgm,79,100,0.8833,0.3941
modelnet40,pointnet,global,2.0,fpgm,80,100,0.8825,0.3881
modelnet40,pointnet,global,2.0,fpgm,81,100,0.8853,0.3842
modelnet40,pointnet,global,2.0,fpgm,82,100,0.8829,0.3877
modelnet40,pointnet,global,2.0,fpgm,83,100,0.8837,0.3859
modelnet40,pointnet,global,2.0,fpgm,84,100,0.8825,0.3856
modelnet40,pointnet,global,2.0,fpgm,85,100,0.8841,0.3873
modelnet40,pointnet,global,2.0,fpgm,86,100,0.8853,0.3839
modelnet40,pointnet,global,2.0,fpgm,87,100,0.8841,0.3817
modelnet40,pointnet,global,2.0,fpgm,88,100,0.8837,0.3847
modelnet40,pointnet,global,2.0,fpgm,89,100,0.8861,0.3849
modelnet40,pointnet,global,2.0,fpgm,90,100,0.8849,0.3856
modelnet40,pointnet,global,2.0,fpgm,91,100,0.8845,0.3850
modelnet40,pointnet,global,2.0,fpgm,92,100,0.8870,0.3798
modelnet40,pointnet,global,2.0,fpgm,93,100,0.8878,0.3815
modelnet40,pointnet,global,2.0,fpgm,94,100,0.8837,0.3840
modelnet40,pointnet,global,2.0,fpgm,95,100,0.8821,0.3861
modelnet40,pointnet,global,2.0,fpgm,96,100,0.8817,0.3868
modelnet40,pointnet,global,2.0,fpgm,97,100,0.8841,0.3837
modelnet40,pointnet,global,2.0,fpgm,98,100,0.8865,0.3855
modelnet40,pointnet,global,2.0,fpgm,99,100,0.8829,0.3828
modelnet40,pointnet,global,2.0,proj,0,100,0.8047,0.6330
modelnet40,pointnet,global,2.0,proj,1,100,0.8290,0.5449
modelnet40,pointnet,global,2.0,proj,2,100,0.8059,0.6178
modelnet40,pointnet,global,2.0,proj,3,100,0.8083,0.5976
modelnet40,pointnet,global,2.0,proj,4,100,0.8031,0.6079
modelnet40,pointnet,global,2.0,proj,5,100,0.8476,0.5342
modelnet40,pointnet,global,2.0,proj,6,100,0.8472,0.5180
modelnet40,pointnet,global,2.0,proj,7,100,0.8120,0.5716
modelnet40,pointnet,global,2.0,proj,8,100,0.7784,0.7016
modelnet40,pointnet,global,2.0,proj,9,100,0.8343,0.5592
modelnet40,pointnet,global,2.0,proj,10,100,0.8148,0.6011
modelnet40,pointnet,global,2.0,proj,11,100,0.8339,0.5489
modelnet40,pointnet,global,2.0,proj,12,100,0.8428,0.5106
modelnet40,pointnet,global,2.0,proj,13,100,0.8513,0.5084
modelnet40,pointnet,global,2.0,proj,14,100,0.8294,0.5585
modelnet40,pointnet,global,2.0,proj,15,100,0.8420,0.5244
modelnet40,pointnet,global,2.0,proj,16,100,0.8452,0.5452
modelnet40,pointnet,global,2.0,proj,17,100,0.8189,0.5379
modelnet40,pointnet,global,2.0,proj,18,100,0.8448,0.5234
modelnet40,pointnet,global,2.0,proj,19,100,0.8221,0.5803
modelnet40,pointnet,global,2.0,proj,20,100,0.8472,0.5163
modelnet40,pointnet,global,2.0,proj,21,100,0.8448,0.5177
modelnet40,pointnet,global,2.0,proj,22,100,0.8221,0.5909
modelnet40,pointnet,global,2.0,proj,23,100,0.8355,0.5350
modelnet40,pointnet,global,2.0,proj,24,100,0.8343,0.5470
modelnet40,pointnet,global,2.0,proj,25,100,0.8314,0.5648
modelnet40,pointnet,global,2.0,proj,26,100,0.8298,0.5413
modelnet40,pointnet,global,2.0,proj,27,100,0.8367,0.5283
modelnet40,pointnet,global,2.0,proj,28,100,0.8420,0.5045
modelnet40,pointnet,global,2.0,proj,29,100,0.7958,0.6689
modelnet40,pointnet,global,2.0,proj,30,100,0.8314,0.5599
modelnet40,pointnet,global,2.0,proj,31,100,0.8294,0.5339
modelnet40,pointnet,global,2.0,proj,32,100,0.8002,0.5944
modelnet40,pointnet,global,2.0,proj,33,100,0.8266,0.5793
modelnet40,pointnet,global,2.0,proj,34,100,0.8233,0.5525
modelnet40,pointnet,global,2.0,proj,35,100,0.8286,0.5820
modelnet40,pointnet,global,2.0,proj,36,100,0.8452,0.5393
modelnet40,pointnet,global,2.0,proj,37,100,0.8343,0.5691
modelnet40,pointnet,global,2.0,proj,38,100,0.8339,0.5354
modelnet40,pointnet,global,2.0,proj,39,100,0.8286,0.5599
modelnet40,pointnet,global,2.0,proj,40,100,0.8408,0.5336
modelnet40,pointnet,global,2.0,proj,41,100,0.8468,0.5427
modelnet40,pointnet,global,2.0,proj,42,100,0.8306,0.5254
modelnet40,pointnet,global,2.0,proj,43,100,0.8262,0.5869
modelnet40,pointnet,global,2.0,proj,44,100,0.8440,0.5039
modelnet40,pointnet,global,2.0,proj,45,100,0.8124,0.5667
modelnet40,pointnet,global,2.0,proj,46,100,0.8100,0.6092
modelnet40,pointnet,global,2.0,proj,47,100,0.8460,0.5155
modelnet40,pointnet,global,2.0,proj,48,100,0.8059,0.6310
modelnet40,pointnet,global,2.0,proj,49,100,0.8290,0.5139
modelnet40,pointnet,global,2.0,proj,50,100,0.8687,0.4206
modelnet40,pointnet,global,2.0,proj,51,100,0.8748,0.4099
modelnet40,pointnet,global,2.0,proj,52,100,0.8768,0.4147
modelnet40,pointnet,global,2.0,proj,53,100,0.8732,0.4124
modelnet40,pointnet,global,2.0,proj,54,100,0.8772,0.4095
modelnet40,pointnet,global,2.0,proj,55,100,0.8772,0.4037
modelnet40,pointnet,global,2.0,proj,56,100,0.8813,0.4017
modelnet40,pointnet,global,2.0,proj,57,100,0.8793,0.4004
modelnet40,pointnet,global,2.0,proj,58,100,0.8748,0.4137
modelnet40,pointnet,global,2.0,proj,59,100,0.8748,0.4075
modelnet40,pointnet,global,2.0,proj,60,100,0.8797,0.4019
modelnet40,pointnet,global,2.0,proj,61,100,0.8882,0.3954
modelnet40,pointnet,global,2.0,proj,62,100,0.8833,0.3985
modelnet40,pointnet,global,2.0,proj,63,100,0.8784,0.4001
modelnet40,pointnet,global,2.0,proj,64,100,0.8829,0.3992
modelnet40,pointnet,global,2.0,proj,65,100,0.8797,0.4045
modelnet40,pointnet,global,2.0,proj,66,100,0.8813,0.4037
modelnet40,pointnet,global,2.0,proj,67,100,0.8841,0.3991
modelnet40,pointnet,global,2.0,proj,68,100,0.8849,0.3903
modelnet40,pointnet,global,2.0,proj,69,100,0.8817,0.3965
modelnet40,pointnet,global,2.0,proj,70,100,0.8821,0.3847
modelnet40,pointnet,global,2.0,proj,71,100,0.8882,0.3873
modelnet40,pointnet,global,2.0,proj,72,100,0.8833,0.3849
modelnet40,pointnet,global,2.0,proj,73,100,0.8817,0.4006
modelnet40,pointnet,global,2.0,proj,74,100,0.8776,0.3969
modelnet40,pointnet,global,2.0,proj,75,100,0.8793,0.3943
modelnet40,pointnet,global,2.0,proj,76,100,0.8837,0.3886
modelnet40,pointnet,global,2.0,proj,77,100,0.8784,0.3985
modelnet40,pointnet,global,2.0,proj,78,100,0.8780,0.3898
modelnet40,pointnet,global,2.0,proj,79,100,0.8898,0.3869
modelnet40,pointnet,global,2.0,proj,80,100,0.8841,0.3831
modelnet40,pointnet,global,2.0,proj,81,100,0.8902,0.3802
modelnet40,pointnet,global,2.0,proj,82,100,0.8829,0.3851
modelnet40,pointnet,global,2.0,proj,83,100,0.8837,0.3829
modelnet40,pointnet,global,2.0,proj,84,100,0.8829,0.3835
modelnet40,pointnet,global,2.0,proj,85,100,0.8829,0.3849
modelnet40,pointnet,global,2.0,proj,86,100,0.8849,0.3822
modelnet40,pointnet,global,2.0,proj,87,100,0.8874,0.3813
modelnet40,pointnet,global,2.0,proj,88,100,0.8829,0.3843
modelnet40,pointnet,global,2.0,proj,89,100,0.8833,0.3839
modelnet40,pointnet,global,2.0,proj,90,100,0.8841,0.3848
modelnet40,pointnet,global,2.0,proj,91,100,0.8878,0.3834
modelnet40,pointnet,global,2.0,proj,92,100,0.8898,0.3793
modelnet40,pointnet,global,2.0,proj,93,100,0.8886,0.3799
modelnet40,pointnet,global,2.0,proj,94,100,0.8829,0.3832
modelnet40,pointnet,global,2.0,proj,95,100,0.8845,0.3854
modelnet40,pointnet,global,2.0,proj,96,100,0.8784,0.3861
modelnet40,pointnet,global,2.0,proj,97,100,0.8825,0.3832
modelnet40,pointnet,global,2.0,proj,98,100,0.8870,0.3849
modelnet40,pointnet,global,2.0,proj,99,100,0.8857,0.3816
modelnet40,pointnet,global,2.0,l2,0,100,0.8047,0.6320
modelnet40,pointnet,global,2.0,l2,1,100,0.8290,0.5641
modelnet40,pointnet,global,2.0,l2,2,100,0.8327,0.5278
modelnet40,pointnet,global,2.0,l2,3,100,0.8298,0.5672
modelnet40,pointnet,global,2.0,l2,4,100,0.8059,0.6064
modelnet40,pointnet,global,2.0,l2,5,100,0.8525,0.5183
modelnet40,pointnet,global,2.0,l2,6,100,0.8440,0.5320
modelnet40,pointnet,global,2.0,l2,7,100,0.8351,0.5313
modelnet40,pointnet,global,2.0,l2,8,100,0.7848,0.6820
modelnet40,pointnet,global,2.0,l2,9,100,0.8306,0.5498
modelnet40,pointnet,global,2.0,l2,10,100,0.8306,0.5706
modelnet40,pointnet,global,2.0,l2,11,100,0.8335,0.5512
modelnet40,pointnet,global,2.0,l2,12,100,0.8323,0.5343
modelnet40,pointnet,global,2.0,l2,13,100,0.8233,0.5607
modelnet40,pointnet,global,2.0,l2,14,100,0.8327,0.5355
modelnet40,pointnet,global,2.0,l2,15,100,0.8387,0.5426
modelnet40,pointnet,global,2.0,l2,16,100,0.8460,0.5518
modelnet40,pointnet,global,2.0,l2,17,100,0.8270,0.5348
modelnet40,pointnet,global,2.0,l2,18,100,0.8213,0.5811
modelnet40,pointnet,global,2.0,l2,19,100,0.8602,0.5027
modelnet40,pointnet,global,2.0,l2,20,100,0.8513,0.4966
modelnet40,pointnet,global,2.0,l2,21,100,0.8416,0.5202
modelnet40,pointnet,global,2.0,l2,22,100,0.8116,0.6224
modelnet40,pointnet,global,2.0,l2,23,100,0.8306,0.5467
modelnet40,pointnet,global,2.0,l2,24,100,0.8201,0.5994
modelnet40,pointnet,global,2.0,l2,25,100,0.8120,0.6129
modelnet40,pointnet,global,2.0,l2,26,100,0.8327,0.5372
modelnet40,pointnet,global,2.0,l2,27,100,0.8335,0.5164
modelnet40,pointnet,global,2.0,l2,28,100,0.8323,0.5313
modelnet40,pointnet,global,2.0,l2,29,100,0.8237,0.5844
modelnet40,pointnet,global,2.0,l2,30,100,0.8246,0.5674
modelnet40,pointnet,global,2.0,l2,31,100,0.8201,0.5662
modelnet40,pointnet,global,2.0,l2,32,100,0.8059,0.6121
modelnet40,pointnet,global,2.0,l2,33,100,0.8302,0.5871
modelnet40,pointnet,global,2.0,l2,34,100,0.8323,0.5303
modelnet40,pointnet,global,2.0,l2,35,100,0.8436,0.5506
modelnet40,pointnet,global,2.0,l2,36,100,0.8347,0.5642
modelnet40,pointnet,global,2.0,l2,37,100,0.8383,0.5450
modelnet40,pointnet,global,2.0,l2,38,100,0.8400,0.5306
modelnet40,pointnet,global,2.0,l2,39,100,0.8298,0.5643
modelnet40,pointnet,global,2.0,l2,40,100,0.8517,0.5350
modelnet40,pointnet,global,2.0,l2,41,100,0.8485,0.5260
modelnet40,pointnet,global,2.0,l2,42,100,0.7958,0.6143
modelnet40,pointnet,global,2.0,l2,43,100,0.7946,0.6155
modelnet40,pointnet,global,2.0,l2,44,100,0.8481,0.5075
modelnet40,pointnet,global,2.0,l2,45,100,0.7634,0.6803
modelnet40,pointnet,global,2.0,l2,46,100,0.8197,0.5409
modelnet40,pointnet,global,2.0,l2,47,100,0.8464,0.5001
modelnet40,pointnet,global,2.0,l2,48,100,0.7808,0.6891
modelnet40,pointnet,global,2.0,l2,49,100,0.8221,0.5358
modelnet40,pointnet,global,2.0,l2,50,100,0.8784,0.4170
modelnet40,pointnet,global,2.0,l2,51,100,0.8736,0.4116
modelnet40,pointnet,global,2.0,l2,52,100,0.8776,0.4134
modelnet40,pointnet,global,2.0,l2,53,100,0.8772,0.4093
modelnet40,pointnet,global,2.0,l2,54,100,0.8712,0.4099
modelnet40,pointnet,global,2.0,l2,55,100,0.8768,0.4041
modelnet40,pointnet,global,2.0,l2,56,100,0.8784,0.3999
modelnet40,pointnet,global,2.0,l2,57,100,0.8829,0.3991
modelnet40,pointnet,global,2.0,l2,58,100,0.8679,0.4143
modelnet40,pointnet,global,2.0,l2,59,100,0.8825,0.4065
modelnet40,pointnet,global,2.0,l2,60,100,0.8797,0.4019
modelnet40,pointnet,global,2.0,l2,61,100,0.8853,0.3947
modelnet40,pointnet,global,2.0,l2,62,100,0.8825,0.3939
modelnet40,pointnet,global,2.0,l2,63,100,0.8797,0.3984
modelnet40,pointnet,global,2.0,l2,64,100,0.8829,0.3977
modelnet40,pointnet,global,2.0,l2,65,100,0.8780,0.4026
modelnet40,pointnet,global,2.0,l2,66,100,0.8801,0.4047
modelnet40,pointnet,global,2.0,l2,67,100,0.8845,0.3979
modelnet40,pointnet,global,2.0,l2,68,100,0.8845,0.3902
modelnet40,pointnet,global,2.0,l2,69,100,0.8801,0.3941
modelnet40,pointnet,global,2.0,l2,70,100,0.8797,0.3850
modelnet40,pointnet,global,2.0,l2,71,100,0.8821,0.3863
modelnet40,pointnet,global,2.0,l2,72,100,0.8833,0.3841
modelnet40,pointnet,global,2.0,l2,73,100,0.8776,0.4013
modelnet40,pointnet,global,2.0,l2,74,100,0.8784,0.3970
modelnet40,pointnet,global,2.0,l2,75,100,0.8797,0.3946
modelnet40,pointnet,global,2.0,l2,76,100,0.8849,0.3873
modelnet40,pointnet,global,2.0,l2,77,100,0.8764,0.3959
modelnet40,pointnet,global,2.0,l2,78,100,0.8793,0.3880
modelnet40,pointnet,global,2.0,l2,79,100,0.8857,0.3848
modelnet40,pointnet,global,2.0,l2,80,100,0.8857,0.3824
modelnet40,pointnet,global,2.0,l2,81,100,0.8857,0.3810
modelnet40,pointnet,global,2.0,l2,82,100,0.8825,0.3860
modelnet40,pointnet,global,2.0,l2,83,100,0.8845,0.3837
modelnet40,pointnet,global,2.0,l2,84,100,0.8853,0.3830
modelnet40,pointnet,global,2.0,l2,85,100,0.8829,0.3841
modelnet40,pointnet,global,2.0,l2,86,100,0.8861,0.3819
modelnet40,pointnet,global,2.0,l2,87,100,0.8853,0.3812
modelnet40,pointnet,global,2.0,l2,88,100,0.8841,0.3839
modelnet40,pointnet,global,2.0,l2,89,100,0.8841,0.3845
modelnet40,pointnet,global,2.0,l2,90,100,0.8870,0.3845
modelnet40,pointnet,global,2.0,l2,91,100,0.8857,0.3840
modelnet40,pointnet,global,2.0,l2,92,100,0.8902,0.3789
modelnet40,pointnet,global,2.0,l2,93,100,0.8870,0.3805
modelnet40,pointnet,global,2.0,l2,94,100,0.8845,0.3837
modelnet40,pointnet,global,2.0,l2,95,100,0.8837,0.3863
modelnet40,pointnet,global,2.0,l2,96,100,0.8817,0.3873
modelnet40,pointnet,global,2.0,l2,97,100,0.8849,0.3846
modelnet40,pointnet,global,2.0,l2,98,100,0.8882,0.3867
modelnet40,pointnet,global,2.0,l2,99,100,0.8845,0.3832
modelnet40,pointnet,global,2.0,proj_sl,0,100,0.7966,0.6047
modelnet40,pointnet,global,2.0,proj_sl,1,100,0.8136,0.5954
modelnet40,pointnet,global,2.0,proj_sl,2,100,0.8229,0.5610
modelnet40,pointnet,global,2.0,proj_sl,3,100,0.8367,0.5235
modelnet40,pointnet,global,2.0,proj_sl,4,100,0.8274,0.5606
modelnet40,pointnet,global,2.0,proj_sl,5,100,0.8525,0.4914
modelnet40,pointnet,global,2.0,proj_sl,6,100,0.8071,0.6010
modelnet40,pointnet,global,2.0,proj_sl,7,100,0.8274,0.5501
modelnet40,pointnet,global,2.0,proj_sl,8,100,0.8533,0.4946
modelnet40,pointnet,global,2.0,proj_sl,9,100,0.8432,0.5034
modelnet40,pointnet,global,2.0,proj_sl,10,100,0.8120,0.5719
modelnet40,pointnet,global,2.0,proj_sl,11,100,0.8574,0.4905
modelnet40,pointnet,global,2.0,proj_sl,12,100,0.8545,0.4946
modelnet40,pointnet,global,2.0,proj_sl,13,100,0.8578,0.4598
modelnet40,pointnet,global,2.0,proj_sl,14,100,0.8371,0.4994
modelnet40,pointnet,global,2.0,proj_sl,15,100,0.8250,0.5661
modelnet40,pointnet,global,2.0,proj_sl,16,100,0.8444,0.5438
modelnet40,pointnet,global,2.0,proj_sl,17,100,0.8237,0.5483
modelnet40,pointnet,global,2.0,proj_sl,18,100,0.8468,0.5137
modelnet40,pointnet,global,2.0,proj_sl,19,100,0.8452,0.4956
modelnet40,pointnet,global,2.0,proj_sl,20,100,0.8558,0.4851
modelnet40,pointnet,global,2.0,proj_sl,21,100,0.8436,0.5142
modelnet40,pointnet,global,2.0,proj_sl,22,100,0.8675,0.4561
modelnet40,pointnet,global,2.0,proj_sl,23,100,0.8562,0.4667
modelnet40,pointnet,global,2.0,proj_sl,24,100,0.8428,0.5078
modelnet40,pointnet,global,2.0,proj_sl,25,100,0.8497,0.4958
modelnet40,pointnet,global,2.0,proj_sl,26,100,0.8412,0.5323
modelnet40,pointnet,global,2.0,proj_sl,27,100,0.8485,0.4770
modelnet40,pointnet,global,2.0,proj_sl,28,100,0.8266,0.5420
modelnet40,pointnet,global,2.0,proj_sl,29,100,0.8578,0.4649
modelnet40,pointnet,global,2.0,proj_sl,30,100,0.8383,0.4886
modelnet40,pointnet,global,2.0,proj_sl,31,100,0.8428,0.4853
modelnet40,pointnet,global,2.0,proj_sl,32,100,0.8501,0.4811
modelnet40,pointnet,global,2.0,proj_sl,33,100,0.8606,0.4647
modelnet40,pointnet,global,2.0,proj_sl,34,100,0.8586,0.4728
modelnet40,pointnet,global,2.0,proj_sl,35,100,0.8574,0.4670
modelnet40,pointnet,global,2.0,proj_sl,36,100,0.8237,0.5434
modelnet40,pointnet,global,2.0,proj_sl,37,100,0.8367,0.5245
modelnet40,pointnet,global,2.0,proj_sl,38,100,0.8420,0.4883
modelnet40,pointnet,global,2.0,proj_sl,39,100,0.8420,0.4907
modelnet40,pointnet,global,2.0,proj_sl,40,100,0.8630,0.4468
modelnet40,pointnet,global,2.0,proj_sl,41,100,0.8716,0.4323
modelnet40,pointnet,global,2.0,proj_sl,42,100,0.8610,0.4484
modelnet40,pointnet,global,2.0,proj_sl,43,100,0.8675,0.4483
modelnet40,pointnet,global,2.0,proj_sl,44,100,0.8760,0.4360
modelnet40,pointnet,global,2.0,proj_sl,45,100,0.8602,0.4566
modelnet40,pointnet,global,2.0,proj_sl,46,100,0.8553,0.4701
modelnet40,pointnet,global,2.0,proj_sl,47,100,0.8428,0.4913
modelnet40,pointnet,global,2.0,proj_sl,48,100,0.8468,0.4795
modelnet40,pointnet,global,2.0,proj_sl,49,100,0.8659,0.4373
modelnet40,pointnet,global,2.0,proj_sl,50,100,0.8282,0.5569
modelnet40,pointnet,global,2.0,proj_sl,51,100,0.8254,0.5370
modelnet40,pointnet,global,2.0,proj_sl,52,100,0.8707,0.4434
modelnet40,pointnet,global,2.0,proj_sl,53,100,0.8594,0.4432
modelnet40,pointnet,global,2.0,proj_sl,54,100,0.8578,0.4538
modelnet40,pointnet,global,2.0,proj_sl,55,100,0.8298,0.5582
modelnet40,pointnet,global,2.0,proj_sl,56,100,0.8513,0.4666
modelnet40,pointnet,global,2.0,proj_sl,57,100,0.8720,0.4218
modelnet40,pointnet,global,2.0,proj_sl,58,100,0.8756,0.4506
modelnet40,pointnet,global,2.0,proj_sl,59,100,0.8712,0.4522
modelnet40,pointnet,global,2.0,proj_sl,60,100,0.8793,0.3918
modelnet40,pointnet,global,2.0,proj_sl,61,100,0.8788,0.3946
modelnet40,pointnet,global,2.0,proj_sl,62,100,0.8825,0.3893
modelnet40,pointnet,global,2.0,proj_sl,63,100,0.8797,0.3906
modelnet40,pointnet,global,2.0,proj_sl,64,100,0.8845,0.3842
modelnet40,pointnet,global,2.0,proj_sl,65,100,0.8829,0.3909
modelnet40,pointnet,global,2.0,proj_sl,66,100,0.8857,0.3819
modelnet40,pointnet,global,2.0,proj_sl,67,100,0.8898,0.3848
modelnet40,pointnet,global,2.0,proj_sl,68,100,0.8870,0.3859
modelnet40,pointnet,global,2.0,proj_sl,69,100,0.8882,0.3835
modelnet40,pointnet,global,2.0,proj_sl,70,100,0.8886,0.3827
modelnet40,pointnet,global,2.0,proj_sl,71,100,0.8861,0.3833
modelnet40,pointnet,global,2.0,proj_sl,72,100,0.8874,0.3832
modelnet40,pointnet,global,2.0,proj_sl,73,100,0.8865,0.3814
modelnet40,pointnet,global,2.0,proj_sl,74,100,0.8841,0.3850
modelnet40,pointnet,global,2.0,proj_sl,75,100,0.8886,0.3774
modelnet40,pointnet,global,2.0,proj_sl,76,100,0.8878,0.3855
modelnet40,pointnet,global,2.0,proj_sl,77,100,0.8966,0.3766
modelnet40,pointnet,global,2.0,proj_sl,78,100,0.8878,0.3734
modelnet40,pointnet,global,2.0,proj_sl,79,100,0.8865,0.3789
modelnet40,pointnet,global,2.0,proj_sl,80,100,0.8930,0.3694
modelnet40,pointnet,global,2.0,proj_sl,81,100,0.8886,0.3711
modelnet40,pointnet,global,2.0,proj_sl,82,100,0.8902,0.3743
modelnet40,pointnet,global,2.0,proj_sl,83,100,0.8906,0.3725
modelnet40,pointnet,global,2.0,proj_sl,84,100,0.8894,0.3741
modelnet40,pointnet,global,2.0,proj_sl,85,100,0.8898,0.3764
modelnet40,pointnet,global,2.0,proj_sl,86,100,0.8878,0.3730
modelnet40,pointnet,global,2.0,proj_sl,87,100,0.8906,0.3754
modelnet40,pointnet,global,2.0,proj_sl,88,100,0.8882,0.3756
modelnet40,pointnet,global,2.0,proj_sl,89,100,0.8894,0.3748
modelnet40,pointnet,global,2.0,proj_sl,90,100,0.8857,0.3749
modelnet40,pointnet,global,2.0,proj_sl,91,100,0.8898,0.3729
modelnet40,pointnet,global,2.0,proj_sl,92,100,0.8878,0.3775
modelnet40,pointnet,global,2.0,proj_sl,93,100,0.8890,0.3756
modelnet40,pointnet,global,2.0,proj_sl,94,100,0.8902,0.3726
modelnet40,pointnet,global,2.0,proj_sl,95,100,0.8902,0.3763
modelnet40,pointnet,global,2.0,proj_sl,96,100,0.8906,0.3748
modelnet40,pointnet,global,2.0,proj_sl,97,100,0.8898,0.3734
modelnet40,pointnet,global,2.0,proj_sl,98,100,0.8922,0.3745
modelnet40,pointnet,global,2.0,proj_sl,99,100,0.8906,0.3738
modelnet40,pointnet,global,2.0,proj_sl,0,100,0.8578,0.4556
modelnet40,pointnet,global,2.0,proj_sl,1,100,0.8598,0.4761
modelnet40,pointnet,global,2.0,proj_sl,2,100,0.8630,0.4487
modelnet40,pointnet,global,2.0,proj_sl,3,100,0.8606,0.4704
modelnet40,pointnet,global,2.0,proj_sl,4,100,0.8578,0.4649
modelnet40,pointnet,global,2.0,proj_sl,5,100,0.8424,0.5097
modelnet40,pointnet,global,2.0,proj_sl,6,100,0.8626,0.4714
modelnet40,pointnet,global,2.0,proj_sl,7,100,0.8558,0.4857
modelnet40,pointnet,global,2.0,proj_sl,8,100,0.8549,0.4791
modelnet40,pointnet,global,2.0,proj_sl,9,100,0.8566,0.4877
modelnet40,pointnet,global,2.0,proj_sl,10,100,0.8553,0.4677
modelnet40,pointnet,global,2.0,proj_sl,11,100,0.8517,0.4887
modelnet40,pointnet,global,2.0,proj_sl,12,100,0.8606,0.4621
modelnet40,pointnet,global,2.0,proj_sl,13,100,0.8448,0.5338
modelnet40,pointnet,global,2.0,proj_sl,14,100,0.8732,0.4111
modelnet40,pointnet,global,2.0,proj_sl,15,100,0.8225,0.5504
modelnet40,pointnet,global,2.0,proj_sl,16,100,0.8144,0.5680
modelnet40,pointnet,global,2.0,proj_sl,17,100,0.8594,0.4772
modelnet40,pointnet,global,2.0,proj_sl,18,100,0.8659,0.4580
modelnet40,pointnet,global,2.0,proj_sl,19,100,0.8286,0.5396
modelnet40,pointnet,global,2.0,proj_sl,20,100,0.8493,0.4846
modelnet40,pointnet,global,2.0,proj_sl,21,100,0.8493,0.4851
modelnet40,pointnet,global,2.0,proj_sl,22,100,0.8274,0.5329
modelnet40,pointnet,global,2.0,proj_sl,23,100,0.8464,0.4978
modelnet40,pointnet,global,2.0,proj_sl,24,100,0.8643,0.4566
modelnet40,pointnet,global,2.0,proj_sl,25,100,0.8489,0.4803
modelnet40,pointnet,global,2.0,proj_sl,26,100,0.8513,0.4694
modelnet40,pointnet,global,2.0,proj_sl,27,100,0.8566,0.4714
modelnet40,pointnet,global,2.0,proj_sl,28,100,0.8363,0.5084
modelnet40,pointnet,global,2.0,proj_sl,29,100,0.8655,0.4642
modelnet40,pointnet,global,2.0,proj_sl,30,100,0.8424,0.5156
modelnet40,pointnet,global,2.0,proj_sl,31,100,0.8262,0.5269
modelnet40,pointnet,global,2.0,proj_sl,32,100,0.8468,0.5309
modelnet40,pointnet,global,2.0,proj_sl,33,100,0.8436,0.5028
modelnet40,pointnet,global,2.0,proj_sl,34,100,0.8533,0.4758
modelnet40,pointnet,global,2.0,proj_sl,35,100,0.8371,0.5255
modelnet40,pointnet,global,2.0,proj_sl,36,100,0.8521,0.4724
modelnet40,pointnet,global,2.0,proj_sl,37,100,0.8294,0.5385
modelnet40,pointnet,global,2.0,proj_sl,38,100,0.8582,0.4597
modelnet40,pointnet,global,2.0,proj_sl,39,100,0.8233,0.5740
modelnet40,pointnet,global,2.0,proj_sl,40,100,0.8521,0.4931
modelnet40,pointnet,global,2.0,proj_sl,41,100,0.8359,0.5098
modelnet40,pointnet,global,2.0,proj_sl,42,100,0.8420,0.5085
modelnet40,pointnet,global,2.0,proj_sl,43,100,0.8367,0.5223
modelnet40,pointnet,global,2.0,proj_sl,44,100,0.8460,0.5049
modelnet40,pointnet,global,2.0,proj_sl,45,100,0.8464,0.5133
modelnet40,pointnet,global,2.0,proj_sl,46,100,0.8509,0.4856
modelnet40,pointnet,global,2.0,proj_sl,47,100,0.8408,0.5411
modelnet40,pointnet,global,2.0,proj_sl,48,100,0.8517,0.4887
modelnet40,pointnet,global,2.0,proj_sl,49,100,0.8274,0.5479
modelnet40,pointnet,global,2.0,proj_sl,50,100,0.8772,0.3941
modelnet40,pointnet,global,2.0,proj_sl,51,100,0.8857,0.3903
modelnet40,pointnet,global,2.0,proj_sl,52,100,0.8865,0.3847
modelnet40,pointnet,global,2.0,proj_sl,53,100,0.8837,0.3928
modelnet40,pointnet,global,2.0,proj_sl,54,100,0.8825,0.3909
modelnet40,pointnet,global,2.0,proj_sl,55,100,0.8825,0.3892
modelnet40,pointnet,global,2.0,proj_sl,56,100,0.8853,0.3870
modelnet40,pointnet,global,2.0,proj_sl,57,100,0.8801,0.3864
modelnet40,pointnet,global,2.0,proj_sl,58,100,0.8817,0.3880
modelnet40,pointnet,global,2.0,proj_sl,59,100,0.8809,0.3892
modelnet40,pointnet,global,2.0,proj_sl,60,100,0.8833,0.3838
modelnet40,pointnet,global,2.0,proj_sl,61,100,0.8809,0.3831
modelnet40,pointnet,global,2.0,proj_sl,62,100,0.8837,0.3847
modelnet40,pointnet,global,2.0,proj_sl,63,100,0.8878,0.3782
modelnet40,pointnet,global,2.0,proj_sl,64,100,0.8788,0.3817
modelnet40,pointnet,global,2.0,proj_sl,65,100,0.8865,0.3769
modelnet40,pointnet,global,2.0,proj_sl,66,100,0.8772,0.3933
