dataset,model,scope,ratio,method,epoch,total_epoch,accuracy,validation_loss
modelnet40,pointnet,global,3.0,obdc,0,100,0.8248,0.5877
modelnet40,pointnet,global,3.0,obdc,1,100,0.7871,0.6816
modelnet40,pointnet,global,3.0,obdc,2,100,0.8138,0.6033
modelnet40,pointnet,global,3.0,obdc,3,100,0.8288,0.5572
modelnet40,pointnet,global,3.0,obdc,4,100,0.8085,0.6161
modelnet40,pointnet,global,3.0,obdc,5,100,0.8470,0.5341
modelnet40,pointnet,global,3.0,obdc,6,100,0.8130,0.5878
modelnet40,pointnet,global,3.0,obdc,7,100,0.8418,0.5333
modelnet40,pointnet,global,3.0,obdc,8,100,0.8316,0.5341
modelnet40,pointnet,global,3.0,obdc,9,100,0.8264,0.5705
modelnet40,pointnet,global,3.0,obdc,10,100,0.8102,0.5984
modelnet40,pointnet,global,3.0,obdc,11,100,0.8154,0.6255
modelnet40,pointnet,global,3.0,obdc,12,100,0.8069,0.6222
modelnet40,pointnet,global,3.0,obdc,13,100,0.8033,0.6194
modelnet40,pointnet,global,3.0,obdc,14,100,0.8410,0.5405
modelnet40,pointnet,global,3.0,obdc,15,100,0.8426,0.5354
modelnet40,pointnet,global,3.0,obdc,16,100,0.8462,0.4932
modelnet40,pointnet,global,3.0,obdc,17,100,0.8312,0.5567
modelnet40,pointnet,global,3.0,obdc,18,100,0.8183,0.5899
modelnet40,pointnet,global,3.0,obdc,19,100,0.8410,0.5419
modelnet40,pointnet,global,3.0,obdc,20,100,0.8333,0.5329
modelnet40,pointnet,global,3.0,obdc,21,100,0.8373,0.5297
modelnet40,pointnet,global,3.0,obdc,22,100,0.8106,0.6047
modelnet40,pointnet,global,3.0,obdc,23,100,0.8442,0.5161
modelnet40,pointnet,global,3.0,obdc,24,100,0.8171,0.5522
modelnet40,pointnet,global,3.0,obdc,25,100,0.8345,0.5688
modelnet40,pointnet,global,3.0,obdc,26,100,0.8235,0.5663
modelnet40,pointnet,global,3.0,obdc,27,100,0.8438,0.5012
modelnet40,pointnet,global,3.0,obdc,28,100,0.8454,0.5083
modelnet40,pointnet,global,3.0,obdc,29,100,0.8142,0.6142
modelnet40,pointnet,global,3.0,obdc,30,100,0.8248,0.6172
modelnet40,pointnet,global,3.0,obdc,31,100,0.8199,0.5696
modelnet40,pointnet,global,3.0,obdc,32,100,0.8353,0.5258
modelnet40,pointnet,global,3.0,obdc,33,100,0.8422,0.5356
modelnet40,pointnet,global,3.0,obdc,34,100,0.8256,0.5697
modelnet40,pointnet,global,3.0,obdc,35,100,0.8252,0.5663
modelnet40,pointnet,global,3.0,obdc,36,100,0.8418,0.5368
modelnet40,pointnet,global,3.0,obdc,37,100,0.8150,0.6018
modelnet40,pointnet,global,3.0,obdc,38,100,0.8272,0.5436
modelnet40,pointnet,global,3.0,obdc,39,100,0.8357,0.5455
modelnet40,pointnet,global,3.0,obdc,40,100,0.8365,0.5666
modelnet40,pointnet,global,3.0,obdc,41,100,0.8402,0.5271
modelnet40,pointnet,global,3.0,obdc,42,100,0.8142,0.5786
modelnet40,pointnet,global,3.0,obdc,43,100,0.8535,0.4884
modelnet40,pointnet,global,3.0,obdc,44,100,0.8377,0.5507
modelnet40,pointnet,global,3.0,obdc,45,100,0.8539,0.4824
modelnet40,pointnet,global,3.0,obdc,46,100,0.8191,0.5699
modelnet40,pointnet,global,3.0,obdc,47,100,0.8106,0.5964
modelnet40,pointnet,global,3.0,obdc,48,100,0.7624,0.6783
modelnet40,pointnet,global,3.0,obdc,49,100,0.8369,0.5059
modelnet40,pointnet,global,3.0,obdc,50,100,0.8742,0.4276
modelnet40,pointnet,global,3.0,obdc,51,100,0.8754,0.4170
modelnet40,pointnet,global,3.0,obdc,52,100,0.8778,0.4177
modelnet40,pointnet,global,3.0,obdc,53,100,0.8734,0.4164
modelnet40,pointnet,global,3.0,obdc,54,100,0.8758,0.4147
modelnet40,pointnet,global,3.0,obdc,55,100,0.8790,0.4050
modelnet40,pointnet,global,3.0,obdc,56,100,0.8770,0.4074
modelnet40,pointnet,global,3.0,obdc,57,100,0.8811,0.3998
modelnet40,pointnet,global,3.0,obdc,58,100,0.8754,0.4074
modelnet40,pointnet,global,3.0,obdc,59,100,0.8766,0.4108
modelnet40,pointnet,global,3.0,obdc,60,100,0.8790,0.4003
modelnet40,pointnet,global,3.0,obdc,61,100,0.8819,0.3969
modelnet40,pointnet,global,3.0,obdc,62,100,0.8843,0.3965
modelnet40,pointnet,global,3.0,obdc,63,100,0.8799,0.4011
modelnet40,pointnet,global,3.0,obdc,64,100,0.8786,0.4011
modelnet40,pointnet,global,3.0,obdc,65,100,0.8778,0.4068
modelnet40,pointnet,global,3.0,obdc,66,100,0.8762,0.4123
modelnet40,pointnet,global,3.0,obdc,67,100,0.8811,0.4004
modelnet40,pointnet,global,3.0,obdc,68,100,0.8815,0.3990
modelnet40,pointnet,global,3.0,obdc,69,100,0.8778,0.4008
modelnet40,pointnet,global,3.0,obdc,70,100,0.8799,0.3931
modelnet40,pointnet,global,3.0,obdc,71,100,0.8790,0.3919
modelnet40,pointnet,global,3.0,obdc,72,100,0.8847,0.3900
modelnet40,pointnet,global,3.0,obdc,73,100,0.8786,0.3988
modelnet40,pointnet,global,3.0,obdc,74,100,0.8795,0.3927
modelnet40,pointnet,global,3.0,obdc,75,100,0.8750,0.4017
modelnet40,pointnet,global,3.0,obdc,76,100,0.8803,0.3945
modelnet40,pointnet,global,3.0,obdc,77,100,0.8758,0.4040
modelnet40,pointnet,global,3.0,obdc,78,100,0.8774,0.3923
modelnet40,pointnet,global,3.0,obdc,79,100,0.8782,0.3956
modelnet40,pointnet,global,3.0,obdc,80,100,0.8811,0.3896
modelnet40,pointnet,global,3.0,obdc,81,100,0.8819,0.3866
modelnet40,pointnet,global,3.0,obdc,82,100,0.8803,0.3902
modelnet40,pointnet,global,3.0,obdc,83,100,0.8811,0.3883
modelnet40,pointnet,global,3.0,obdc,84,100,0.8799,0.3881
modelnet40,pointnet,global,3.0,obdc,85,100,0.8823,0.3886
modelnet40,pointnet,global,3.0,obdc,86,100,0.8803,0.3858
modelnet40,pointnet,global,3.0,obdc,87,100,0.8835,0.3845
modelnet40,pointnet,global,3.0,obdc,88,100,0.8815,0.3883
modelnet40,pointnet,global,3.0,obdc,89,100,0.8835,0.3873
modelnet40,pointnet,global,3.0,obdc,90,100,0.8790,0.3874
modelnet40,pointnet,global,3.0,obdc,91,100,0.8827,0.3855
modelnet40,pointnet,global,3.0,obdc,92,100,0.8851,0.3810
modelnet40,pointnet,global,3.0,obdc,93,100,0.8811,0.3815
modelnet40,pointnet,global,3.0,obdc,94,100,0.8799,0.3855
modelnet40,pointnet,global,3.0,obdc,95,100,0.8815,0.3882
modelnet40,pointnet,global,3.0,obdc,96,100,0.8778,0.3888
modelnet40,pointnet,global,3.0,obdc,97,100,0.8815,0.3852
modelnet40,pointnet,global,3.0,obdc,98,100,0.8827,0.3870
modelnet40,pointnet,global,3.0,obdc,99,100,0.8799,0.3842
modelnet40,pointnet,global,3.0,fpgm,0,100,0.8144,0.6066
modelnet40,pointnet,global,3.0,fpgm,1,100,0.8079,0.6132
modelnet40,pointnet,global,3.0,fpgm,2,100,0.8169,0.5952
modelnet40,pointnet,global,3.0,fpgm,3,100,0.8323,0.5634
modelnet40,pointnet,global,3.0,fpgm,4,100,0.8088,0.6017
modelnet40,pointnet,global,3.0,fpgm,5,100,0.8229,0.5878
modelnet40,pointnet,global,3.0,fpgm,6,100,0.8083,0.6060
modelnet40,pointnet,global,3.0,fpgm,7,100,0.8067,0.6085
modelnet40,pointnet,global,3.0,fpgm,8,100,0.8278,0.5625
modelnet40,pointnet,global,3.0,fpgm,9,100,0.8302,0.5529
modelnet40,pointnet,global,3.0,fpgm,10,100,0.8444,0.5293
modelnet40,pointnet,global,3.0,fpgm,11,100,0.7925,0.6646
modelnet40,pointnet,global,3.0,fpgm,12,100,0.8416,0.5368
modelnet40,pointnet,global,3.0,fpgm,13,100,0.7982,0.6082
modelnet40,pointnet,global,3.0,fpgm,14,100,0.8294,0.5612
modelnet40,pointnet,global,3.0,fpgm,15,100,0.8229,0.5662
modelnet40,pointnet,global,3.0,fpgm,16,100,0.8424,0.5436
modelnet40,pointnet,global,3.0,fpgm,17,100,0.8059,0.5853
modelnet40,pointnet,global,3.0,fpgm,18,100,0.8335,0.5649
modelnet40,pointnet,global,3.0,fpgm,19,100,0.8501,0.5362
modelnet40,pointnet,global,3.0,fpgm,20,100,0.8375,0.5246
modelnet40,pointnet,global,3.0,fpgm,21,100,0.8298,0.5511
modelnet40,pointnet,global,3.0,fpgm,22,100,0.8209,0.5918
modelnet40,pointnet,global,3.0,fpgm,23,100,0.8290,0.5350
modelnet40,pointnet,global,3.0,fpgm,24,100,0.8371,0.5360
modelnet40,pointnet,global,3.0,fpgm,25,100,0.8262,0.5551
modelnet40,pointnet,global,3.0,fpgm,26,100,0.7970,0.6286
modelnet40,pointnet,global,3.0,fpgm,27,100,0.8310,0.5384
modelnet40,pointnet,global,3.0,fpgm,28,100,0.8391,0.5624
modelnet40,pointnet,global,3.0,fpgm,29,100,0.8363,0.5661
modelnet40,pointnet,global,3.0,fpgm,30,100,0.8181,0.6261
modelnet40,pointnet,global,3.0,fpgm,31,100,0.8100,0.6000
modelnet40,pointnet,global,3.0,fpgm,32,100,0.8513,0.4958
modelnet40,pointnet,global,3.0,fpgm,33,100,0.8501,0.5030
modelnet40,pointnet,global,3.0,fpgm,34,100,0.8387,0.5242
modelnet40,pointnet,global,3.0,fpgm,35,100,0.8156,0.5758
modelnet40,pointnet,global,3.0,fpgm,36,100,0.8213,0.6048
modelnet40,pointnet,global,3.0,fpgm,37,100,0.8314,0.5305
modelnet40,pointnet,global,3.0,fpgm,38,100,0.8335,0.5439
modelnet40,pointnet,global,3.0,fpgm,39,100,0.8274,0.5704
modelnet40,pointnet,global,3.0,fpgm,40,100,0.8387,0.5500
modelnet40,pointnet,global,3.0,fpgm,41,100,0.8428,0.5403
modelnet40,pointnet,global,3.0,fpgm,42,100,0.8294,0.5429
modelnet40,pointnet,global,3.0,fpgm,43,100,0.7885,0.6904
modelnet40,pointnet,global,3.0,fpgm,44,100,0.8558,0.5093
modelnet40,pointnet,global,3.0,fpgm,45,100,0.8331,0.5310
modelnet40,pointnet,global,3.0,fpgm,46,100,0.7954,0.6053
modelnet40,pointnet,global,3.0,fpgm,47,100,0.8302,0.5733
modelnet40,pointnet,global,3.0,fpgm,48,100,0.7958,0.6549
modelnet40,pointnet,global,3.0,fpgm,49,100,0.8298,0.5490
modelnet40,pointnet,global,3.0,fpgm,50,100,0.8772,0.4191
modelnet40,pointnet,global,3.0,fpgm,51,100,0.8687,0.4173
modelnet40,pointnet,global,3.0,fpgm,52,100,0.8707,0.4184
modelnet40,pointnet,global,3.0,fpgm,53,100,0.8699,0.4151
modelnet40,pointnet,global,3.0,fpgm,54,100,0.8736,0.4143
modelnet40,pointnet,global,3.0,fpgm,55,100,0.8728,0.4080
modelnet40,pointnet,global,3.0,fpgm,56,100,0.8744,0.4082
modelnet40,pointnet,global,3.0,fpgm,57,100,0.8793,0.4068
modelnet40,pointnet,global,3.0,fpgm,58,100,0.8703,0.4117
modelnet40,pointnet,global,3.0,fpgm,59,100,0.8707,0.4110
modelnet40,pointnet,global,3.0,fpgm,60,100,0.8784,0.4063
modelnet40,pointnet,global,3.0,fpgm,61,100,0.8756,0.4004
modelnet40,pointnet,global,3.0,fpgm,62,100,0.8732,0.4009
modelnet40,pointnet,global,3.0,fpgm,63,100,0.8732,0.4020
modelnet40,pointnet,global,3.0,fpgm,64,100,0.8809,0.3956
modelnet40,pointnet,global,3.0,fpgm,65,100,0.8764,0.4031
modelnet40,pointnet,global,3.0,fpgm,66,100,0.8732,0.4062
modelnet40,pointnet,global,3.0,fpgm,67,100,0.8760,0.4021
modelnet40,pointnet,global,3.0,fpgm,68,100,0.8813,0.3927
modelnet40,pointnet,global,3.0,fpgm,69,100,0.8744,0.3990
modelnet40,pointnet,global,3.0,fpgm,70,100,0.8768,0.3985
modelnet40,pointnet,global,3.0,fpgm,71,100,0.8813,0.3933
modelnet40,pointnet,global,3.0,fpgm,72,100,0.8821,0.3927
modelnet40,pointnet,global,3.0,fpgm,73,100,0.8780,0.4008
modelnet40,pointnet,global,3.0,fpgm,74,100,0.8748,0.4011
modelnet40,pointnet,global,3.0,fpgm,75,100,0.8776,0.3929
modelnet40,pointnet,global,3.0,fpgm,76,100,0.8780,0.3932
modelnet40,pointnet,global,3.0,fpgm,77,100,0.8748,0.3998
modelnet40,pointnet,global,3.0,fpgm,78,100,0.8805,0.3916
modelnet40,pointnet,global,3.0,fpgm,79,100,0.8784,0.3952
modelnet40,pointnet,global,3.0,fpgm,80,100,0.8813,0.3893
modelnet40,pointnet,global,3.0,fpgm,81,100,0.8825,0.3859
modelnet40,pointnet,global,3.0,fpgm,82,100,0.8813,0.3894
modelnet40,pointnet,global,3.0,fpgm,83,100,0.8829,0.3877
modelnet40,pointnet,global,3.0,fpgm,84,100,0.8841,0.3875
modelnet40,pointnet,global,3.0,fpgm,85,100,0.8809,0.3895
modelnet40,pointnet,global,3.0,fpgm,86,100,0.8821,0.3865
modelnet40,pointnet,global,3.0,fpgm,87,100,0.8865,0.3857
modelnet40,pointnet,global,3.0,fpgm,88,100,0.8829,0.3884
modelnet40,pointnet,global,3.0,fpgm,89,100,0.8801,0.3885
modelnet40,pointnet,global,3.0,fpgm,90,100,0.8801,0.3886
modelnet40,pointnet,global,3.0,fpgm,91,100,0.8853,0.3883
modelnet40,pointnet,global,3.0,fpgm,92,100,0.8870,0.3831
modelnet40,pointnet,global,3.0,fpgm,93,100,0.8845,0.3841
modelnet40,pointnet,global,3.0,fpgm,94,100,0.8817,0.3873
modelnet40,pointnet,global,3.0,fpgm,95,100,0.8801,0.3889
modelnet40,pointnet,global,3.0,fpgm,96,100,0.8780,0.3886
modelnet40,pointnet,global,3.0,fpgm,97,100,0.8841,0.3867
modelnet40,pointnet,global,3.0,fpgm,98,100,0.8817,0.3882
modelnet40,pointnet,global,3.0,fpgm,99,100,0.8793,0.3851
modelnet40,pointnet,global,3.0,random,0,100,0.8301,3.3020
modelnet40,pointnet,global,3.0,random,1,100,0.8317,3.2546
modelnet40,pointnet,global,3.0,random,2,100,0.8256,3.2702
modelnet40,pointnet,global,3.0,random,3,100,0.8422,3.2579
modelnet40,pointnet,global,3.0,random,4,100,0.8333,3.2855
modelnet40,pointnet,global,3.0,random,5,100,0.8528,3.1618
modelnet40,pointnet,global,3.0,random,6,100,0.7989,3.3859
modelnet40,pointnet,global,3.0,random,7,100,0.8467,3.1498
modelnet40,pointnet,global,3.0,random,8,100,0.8499,3.1404
modelnet40,pointnet,global,3.0,random,9,100,0.8621,3.1081
modelnet40,pointnet,global,3.0,random,10,100,0.8621,3.1099
modelnet40,pointnet,global,3.0,random,11,100,0.8613,3.1185
modelnet40,pointnet,global,3.0,random,12,100,0.8536,3.1055
modelnet40,pointnet,global,3.0,random,13,100,0.8487,3.0863
modelnet40,pointnet,global,3.0,random,14,100,0.8661,3.0659
modelnet40,pointnet,global,3.0,random,15,100,0.8520,3.1209
modelnet40,pointnet,global,3.0,random,16,100,0.8576,3.0857
modelnet40,pointnet,global,3.0,random,17,100,0.8584,3.0834
modelnet40,pointnet,global,3.0,random,18,100,0.8678,3.0841
modelnet40,pointnet,global,3.0,random,19,100,0.8467,3.0995
modelnet40,pointnet,global,3.0,random,20,100,0.8520,3.1053
modelnet40,pointnet,global,3.0,random,21,100,0.8548,3.0926
modelnet40,pointnet,global,3.0,random,22,100,0.8710,3.0935
modelnet40,pointnet,global,3.0,random,23,100,0.8682,3.0746
modelnet40,pointnet,global,3.0,random,24,100,0.8568,3.1027
modelnet40,pointnet,global,3.0,random,25,100,0.8783,3.0937
modelnet40,pointnet,global,3.0,random,26,100,0.8548,3.0864
modelnet40,pointnet,global,3.0,random,27,100,0.8548,3.0703
modelnet40,pointnet,global,3.0,random,28,100,0.8499,3.0995
modelnet40,pointnet,global,3.0,random,29,100,0.8609,3.1133
modelnet40,pointnet,global,3.0,random,30,100,0.8520,3.0829
modelnet40,pointnet,global,3.0,random,31,100,0.8483,3.1030
modelnet40,pointnet,global,3.0,random,32,100,0.8507,3.0915
modelnet40,pointnet,global,3.0,random,33,100,0.8613,3.1098
modelnet40,pointnet,global,3.0,random,34,100,0.8682,3.0962
modelnet40,pointnet,global,3.0,random,35,100,0.8568,3.1188
modelnet40,pointnet,global,3.0,random,36,100,0.8540,3.1014
modelnet40,pointnet,global,3.0,random,37,100,0.8755,3.0671
modelnet40,pointnet,global,3.0,random,38,100,0.8200,3.1853
modelnet40,pointnet,global,3.0,random,39,100,0.8548,3.0809
modelnet40,pointnet,global,3.0,random,40,100,0.8536,3.0866
modelnet40,pointnet,global,3.0,random,41,100,0.8840,3.0661
modelnet40,pointnet,global,3.0,random,42,100,0.8698,3.0868
modelnet40,pointnet,global,3.0,random,43,100,0.8512,3.0870
modelnet40,pointnet,global,3.0,random,44,100,0.8641,3.0785
modelnet40,pointnet,global,3.0,random,45,100,0.8560,3.0997
modelnet40,pointnet,global,3.0,random,46,100,0.8629,3.0804
modelnet40,pointnet,global,3.0,random,47,100,0.8475,3.1071
modelnet40,pointnet,global,3.0,random,48,100,0.8512,3.1032
modelnet40,pointnet,global,3.0,random,49,100,0.8536,3.1007
modelnet40,pointnet,global,3.0,random,50,100,0.8532,3.0710
modelnet40,pointnet,global,3.0,random,51,100,0.8503,3.0854
modelnet40,pointnet,global,3.0,random,52,100,0.8532,3.0849
modelnet40,pointnet,global,3.0,random,53,100,0.8548,3.0794
modelnet40,pointnet,global,3.0,random,54,100,0.8593,3.0806
modelnet40,pointnet,global,3.0,random,55,100,0.8568,3.0750
modelnet40,pointnet,global,3.0,random,56,100,0.8532,3.0914
modelnet40,pointnet,global,3.0,random,57,100,0.8564,3.0768
modelnet40,pointnet,global,3.0,random,58,100,0.8528,3.0848
modelnet40,pointnet,global,3.0,random,59,100,0.8556,3.0865
modelnet40,pointnet,global,3.0,random,60,100,0.8516,3.0893
modelnet40,pointnet,global,3.0,random,61,100,0.8568,3.0831
modelnet40,pointnet,global,3.0,random,62,100,0.8588,3.0862
modelnet40,pointnet,global,3.0,random,63,100,0.8564,3.0847
modelnet40,pointnet,global,3.0,random,64,100,0.8605,3.0773
modelnet40,pointnet,global,3.0,random,65,100,0.8641,3.0722
modelnet40,pointnet,global,3.0,random,66,100,0.8576,3.0782
modelnet40,pointnet,global,3.0,random,67,100,0.8580,3.0686
modelnet40,pointnet,global,3.0,random,68,100,0.8548,3.0813
modelnet40,pointnet,global,3.0,random,69,100,0.8544,3.0809
modelnet40,pointnet,global,3.0,random,70,100,0.8572,3.0761
modelnet40,pointnet,global,3.0,random,71,100,0.8633,3.0689
modelnet40,pointnet,global,3.0,random,72,100,0.8556,3.0732
modelnet40,pointnet,global,3.0,random,73,100,0.8556,3.0715
modelnet40,pointnet,global,3.0,random,74,100,0.8560,3.0833
modelnet40,pointnet,global,3.0,random,75,100,0.8503,3.0846
modelnet40,pointnet,global,3.0,random,76,100,0.8548,3.0745
modelnet40,pointnet,global,3.0,random,77,100,0.8584,3.0685
modelnet40,pointnet,global,3.0,random,78,100,0.8548,3.0838
modelnet40,pointnet,global,3.0,random,79,100,0.8605,3.0746
modelnet40,pointnet,global,3.0,random,80,100,0.8564,3.0862
modelnet40,pointnet,global,3.0,random,81,100,0.8548,3.0839
modelnet40,pointnet,global,3.0,random,82,100,0.8584,3.0765
modelnet40,pointnet,global,3.0,random,83,100,0.8548,3.0860
modelnet40,pointnet,global,3.0,random,84,100,0.8572,3.0704
modelnet40,pointnet,global,3.0,random,85,100,0.8544,3.0790
modelnet40,pointnet,global,3.0,random,86,100,0.8540,3.0825
modelnet40,pointnet,global,3.0,random,87,100,0.8520,3.0856
modelnet40,pointnet,global,3.0,random,88,100,0.8536,3.0796
modelnet40,pointnet,global,3.0,random,89,100,0.8552,3.0746
modelnet40,pointnet,global,3.0,random,90,100,0.8568,3.0723
modelnet40,pointnet,global,3.0,random,91,100,0.8556,3.0713
modelnet40,pointnet,global,3.0,random,92,100,0.8597,3.0809
modelnet40,pointnet,global,3.0,random,93,100,0.8593,3.0721
modelnet40,pointnet,global,3.0,random,94,100,0.8544,3.0841
modelnet40,pointnet,global,3.0,random,95,100,0.8548,3.0799
modelnet40,pointnet,global,3.0,random,96,100,0.8576,3.0741
modelnet40,pointnet,global,3.0,random,97,100,0.8540,3.0807
modelnet40,pointnet,global,3.0,random,98,100,0.8564,3.0782
modelnet40,pointnet,global,3.0,random,99,100,0.8560,3.0781
modelnet40,pointnet,global,3.0,group_sl,0,100,0.8063,0.5845
modelnet40,pointnet,global,3.0,group_sl,1,100,0.8327,0.5487
modelnet40,pointnet,global,3.0,group_sl,2,100,0.8351,0.5234
modelnet40,pointnet,global,3.0,group_sl,3,100,0.8404,0.5201
modelnet40,pointnet,global,3.0,group_sl,4,100,0.8282,0.5588
modelnet40,pointnet,global,3.0,group_sl,5,100,0.8420,0.5056
modelnet40,pointnet,global,3.0,group_sl,6,100,0.7913,0.6457
modelnet40,pointnet,global,3.0,group_sl,7,100,0.8233,0.5705
modelnet40,pointnet,global,3.0,group_sl,8,100,0.8436,0.5268
modelnet40,pointnet,global,3.0,group_sl,9,100,0.8404,0.5112
modelnet40,pointnet,global,3.0,group_sl,10,100,0.8375,0.5365
modelnet40,pointnet,global,3.0,group_sl,11,100,0.8594,0.4784
modelnet40,pointnet,global,3.0,group_sl,12,100,0.8549,0.4968
modelnet40,pointnet,global,3.0,group_sl,13,100,0.8553,0.4770
modelnet40,pointnet,global,3.0,group_sl,14,100,0.8432,0.4959
modelnet40,pointnet,global,3.0,group_sl,15,100,0.8233,0.5701
modelnet40,pointnet,global,3.0,group_sl,16,100,0.8590,0.4822
modelnet40,pointnet,global,3.0,group_sl,17,100,0.8448,0.5013
modelnet40,pointnet,global,3.0,group_sl,18,100,0.8302,0.5521
modelnet40,pointnet,global,3.0,group_sl,19,100,0.8391,0.5004
modelnet40,pointnet,global,3.0,group_sl,20,100,0.8626,0.4758
modelnet40,pointnet,global,3.0,group_sl,21,100,0.8400,0.5182
modelnet40,pointnet,global,3.0,group_sl,22,100,0.8691,0.4663
modelnet40,pointnet,global,3.0,group_sl,23,100,0.8521,0.4807
modelnet40,pointnet,global,3.0,group_sl,24,100,0.8391,0.5220
modelnet40,pointnet,global,3.0,group_sl,25,100,0.8436,0.5153
modelnet40,pointnet,global,3.0,group_sl,26,100,0.8079,0.5939
modelnet40,pointnet,global,3.0,group_sl,27,100,0.8529,0.4771
modelnet40,pointnet,global,3.0,group_sl,28,100,0.8266,0.5333
modelnet40,pointnet,global,3.0,group_sl,29,100,0.8505,0.4725
modelnet40,pointnet,global,3.0,group_sl,30,100,0.8444,0.4867
modelnet40,pointnet,global,3.0,group_sl,31,100,0.8562,0.4875
modelnet40,pointnet,global,3.0,group_sl,32,100,0.8379,0.5221
modelnet40,pointnet,global,3.0,group_sl,33,100,0.8707,0.4426
modelnet40,pointnet,global,3.0,group_sl,34,100,0.8452,0.5069
modelnet40,pointnet,global,3.0,group_sl,35,100,0.8501,0.4615
modelnet40,pointnet,global,3.0,group_sl,36,100,0.8274,0.5323
modelnet40,pointnet,global,3.0,group_sl,37,100,0.8391,0.5129
modelnet40,pointnet,global,3.0,group_sl,38,100,0.8379,0.4977
modelnet40,pointnet,global,3.0,group_sl,39,100,0.8298,0.5404
modelnet40,pointnet,global,3.0,group_sl,40,100,0.8590,0.4664
modelnet40,pointnet,global,3.0,group_sl,41,100,0.8513,0.4686
modelnet40,pointnet,global,3.0,group_sl,42,100,0.8525,0.4617
modelnet40,pointnet,global,3.0,group_sl,43,100,0.8691,0.4372
modelnet40,pointnet,global,3.0,group_sl,44,100,0.8659,0.4519
modelnet40,pointnet,global,3.0,group_sl,45,100,0.8695,0.4430
modelnet40,pointnet,global,3.0,group_sl,46,100,0.8614,0.4557
modelnet40,pointnet,global,3.0,group_sl,47,100,0.8578,0.4697
modelnet40,pointnet,global,3.0,group_sl,48,100,0.8314,0.5242
modelnet40,pointnet,global,3.0,group_sl,49,100,0.8683,0.4357
modelnet40,pointnet,global,3.0,group_sl,50,100,0.8331,0.5379
modelnet40,pointnet,global,3.0,group_sl,51,100,0.8302,0.5013
modelnet40,pointnet,global,3.0,group_sl,52,100,0.8643,0.4558
modelnet40,pointnet,global,3.0,group_sl,53,100,0.8736,0.4247
modelnet40,pointnet,global,3.0,group_sl,54,100,0.8541,0.4542
modelnet40,pointnet,global,3.0,group_sl,55,100,0.8323,0.5360
modelnet40,pointnet,global,3.0,group_sl,56,100,0.8574,0.4587
modelnet40,pointnet,global,3.0,group_sl,57,100,0.8752,0.4226
modelnet40,pointnet,global,3.0,group_sl,58,100,0.8712,0.4341
modelnet40,pointnet,global,3.0,group_sl,59,100,0.8748,0.4389
modelnet40,pointnet,global,3.0,group_sl,60,100,0.8833,0.3871
modelnet40,pointnet,global,3.0,group_sl,61,100,0.8845,0.3896
modelnet40,pointnet,global,3.0,group_sl,62,100,0.8845,0.3837
modelnet40,pointnet,global,3.0,group_sl,63,100,0.8809,0.3868
modelnet40,pointnet,global,3.0,group_sl,64,100,0.8890,0.3828
modelnet40,pointnet,global,3.0,group_sl,65,100,0.8861,0.3869
modelnet40,pointnet,global,3.0,group_sl,66,100,0.8870,0.3774
modelnet40,pointnet,global,3.0,group_sl,67,100,0.8894,0.3791
modelnet40,pointnet,global,3.0,group_sl,68,100,0.8865,0.3828
modelnet40,pointnet,global,3.0,group_sl,69,100,0.8870,0.3811
modelnet40,pointnet,global,3.0,group_sl,70,100,0.8886,0.3786
modelnet40,pointnet,global,3.0,group_sl,71,100,0.8849,0.3815
modelnet40,pointnet,global,3.0,group_sl,72,100,0.8861,0.3798
modelnet40,pointnet,global,3.0,group_sl,73,100,0.8886,0.3780
modelnet40,pointnet,global,3.0,group_sl,74,100,0.8861,0.3813
modelnet40,pointnet,global,3.0,group_sl,75,100,0.8898,0.3740
modelnet40,pointnet,global,3.0,group_sl,76,100,0.8914,0.3822
modelnet40,pointnet,global,3.0,group_sl,77,100,0.8922,0.3723
modelnet40,pointnet,global,3.0,group_sl,78,100,0.8918,0.3701
modelnet40,pointnet,global,3.0,group_sl,79,100,0.8890,0.3744
modelnet40,pointnet,global,3.0,group_sl,80,100,0.8926,0.3672
modelnet40,pointnet,global,3.0,group_sl,81,100,0.8910,0.3688
modelnet40,pointnet,global,3.0,group_sl,82,100,0.8914,0.3713
modelnet40,pointnet,global,3.0,group_sl,83,100,0.8890,0.3709
modelnet40,pointnet,global,3.0,group_sl,84,100,0.8894,0.3706
modelnet40,pointnet,global,3.0,group_sl,85,100,0.8874,0.3733
modelnet40,pointnet,global,3.0,group_sl,86,100,0.8918,0.3697
modelnet40,pointnet,global,3.0,group_sl,87,100,0.8894,0.3725
modelnet40,pointnet,global,3.0,group_sl,88,100,0.8910,0.3732
modelnet40,pointnet,global,3.0,group_sl,89,100,0.8890,0.3729
modelnet40,pointnet,global,3.0,group_sl,90,100,0.8898,0.3720
modelnet40,pointnet,global,3.0,group_sl,91,100,0.8914,0.3700
modelnet40,pointnet,global,3.0,group_sl,92,100,0.8878,0.3739
modelnet40,pointnet,global,3.0,group_sl,93,100,0.8902,0.3732
modelnet40,pointnet,global,3.0,group_sl,94,100,0.8922,0.3694
modelnet40,pointnet,global,3.0,group_sl,95,100,0.8902,0.3741
modelnet40,pointnet,global,3.0,group_sl,96,100,0.8918,0.3720
modelnet40,pointnet,global,3.0,group_sl,97,100,0.8902,0.3715
modelnet40,pointnet,global,3.0,group_sl,98,100,0.8906,0.3724
