index,acc1,acc5,loss,macs,params,model_size,inference_time
0,0.9634615384615385,0.9951923076923077,10.94629063270986,863467906280,633470440,2416.4979553222656,0
1,0.9615384615384616,0.9951923076923077,11.097865930758417,861671518440,632159208,2411.4960021972656,0
2,0.9605769230769231,0.9951923076923077,11.188345999456942,859875130600,630847976,2406.4940490722656,0
3,0.9605769230769231,0.9951923076923077,11.29731569159776,858078742760,629536744,2401.4920959472656,0
4,0.9625,0.9951923076923077,11.486064684577286,856282354920,628225512,2396.4901428222656,0
5,0.9625,0.9932692307692308,11.765509053133428,854485967080,626914280,2391.4881896972656,0
6,0.9615384615384616,0.9942307692307693,11.806334475055337,852689579240,625603048,2386.4862365722656,0
7,0.9615384615384616,0.9951923076923077,12.181108281947672,850893191400,624291816,2381.4842834472656,0
8,0.9605769230769231,0.9951923076923077,11.960426521487534,849096803560,622980584,2376.4823303222656,0
9,0.9596153846153846,0.9951923076923077,11.855160041712224,847300415720,621669352,2371.4803771972656,0
10,0.9615384615384616,0.9961538461538462,12.013173305429518,845504027880,620358120,2366.4784240722656,0
11,0.9596153846153846,0.9951923076923077,11.955767922103405,843707640040,619046888,2361.4764709472656,0
12,0.9605769230769231,0.9951923076923077,11.949679816141725,841911252200,617735656,2356.4745178222656,0
13,0.9576923076923077,0.9951923076923077,12.316988290287554,840114864360,616424424,2351.4725646972656,0
14,0.9548076923076924,0.9951923076923077,12.428569054696709,838318476520,615113192,2346.4706115722656,0
15,0.9548076923076924,0.9942307692307693,12.551996343303472,836522088680,613801960,2341.4686584472656,0
16,0.9548076923076924,0.9961538461538462,12.499696236103773,834725700840,612490728,2336.4667053222656,0
17,0.9548076923076924,0.9961538461538462,12.496677598915994,832929313000,611179496,2331.4647521972656,0
18,0.9519230769230769,0.9951923076923077,12.824197900481522,831132925160,609868264,2326.4627990722656,0
19,0.95,0.9951923076923077,12.99837555596605,829336537320,608557032,2321.4608459472656,0
20,0.9471153846153846,0.9951923076923077,13.734970414079726,827540149480,607245800,2316.4588928222656,0
21,0.9451923076923077,0.9942307692307693,13.89958293037489,825743761640,605934568,2311.4569396972656,0
22,0.9442307692307692,0.9942307692307693,13.786186714656651,823947373800,604623336,2306.4549865722656,0
23,0.9451923076923077,0.9951923076923077,13.80564368609339,822150985960,603312104,2301.4530334472656,0
24,0.9432692307692307,0.9942307692307693,14.108271572273225,820354598120,602000872,2296.4510803222656,0
25,0.9423076923076923,0.9932692307692308,14.370032786857337,818558210280,600689640,2291.4491271972656,0
26,0.9413461538461538,0.9942307692307693,14.51182060688734,816761822440,599378408,2286.4471740722656,0
27,0.9403846153846154,0.9932692307692308,14.678313864395022,814965434600,598067176,2281.4452209472656,0
28,0.9423076923076923,0.9923076923076923,14.752159957308322,813169046760,596755944,2276.4432678222656,0
29,0.9403846153846154,0.9913461538461539,14.901448858436197,811372658920,595444712,2271.4413146972656,0
30,0.9413461538461538,0.9932692307692308,14.87298013176769,809576271080,594133480,2266.4393615722656,0
31,0.9413461538461538,0.9932692307692308,14.828789194114506,807779883240,592822248,2261.4374084472656,0
32,0.9394230769230769,0.9932692307692308,14.913203698582947,805983495400,591511016,2256.4354553222656,0
33,0.9384615384615385,0.9942307692307693,15.086148608010262,804187107560,590199784,2251.4335021972656,0
34,0.9394230769230769,0.9923076923076923,15.031192136462778,802390719720,588888552,2246.4315490722656,0
35,0.9432692307692307,0.9932692307692308,14.98708854848519,800594331880,587577320,2241.4295959472656,0
36,0.9394230769230769,0.9932692307692308,14.90972092282027,798797944040,586266088,2236.4276428222656,0
37,0.9394230769230769,0.9913461538461539,14.933887469116598,797001556200,584954856,2231.4256896972656,0
38,0.9394230769230769,0.9913461538461539,14.961286906152964,795205168360,583643624,2226.4237365722656,0
39,0.9384615384615385,0.9923076923076923,14.890246009454131,793408780520,582332392,2221.4217834472656,0
40,0.9365384615384615,0.9923076923076923,14.980286124628037,791612392680,581021160,2216.4198303222656,0
41,0.9375,0.9923076923076923,14.915030615404248,789816004840,579709928,2211.4178771972656,0
42,0.9384615384615385,0.9923076923076923,14.74573533795774,788019617000,578398696,2206.4159240722656,0
43,0.9413461538461538,0.9903846153846154,14.700275861192495,786223229160,577087464,2201.4139709472656,0
44,0.9394230769230769,0.9903846153846154,14.994199857581407,784426841320,575776232,2196.4120178222656,0
45,0.9375,0.989423076923077,15.330148972570896,782630453480,574465000,2191.4100646972656,0
46,0.9394230769230769,0.989423076923077,15.331899715121835,780834065640,573153768,2186.4081115722656,0
47,0.9355769230769231,0.9913461538461539,15.413058848585933,779037677800,571842536,2181.4061584472656,0
48,0.9355769230769231,0.9913461538461539,15.6775913676247,777241289960,570531304,2176.4042053222656,0
49,0.9384615384615385,0.989423076923077,15.982508696150035,775444902120,569220072,2171.4022521972656,0
50,0.9355769230769231,0.989423076923077,16.05426163878292,773648514280,567908840,2166.4002990722656,0
51,0.9355769230769231,0.989423076923077,16.181129274191335,771852126440,566597608,2161.3983459472656,0
52,0.9346153846153846,0.9913461538461539,16.492650248575956,770055738600,565286376,2156.3963928222656,0
53,0.9326923076923077,0.9923076923076923,16.571295154979452,768259350760,563975144,2151.3944396972656,0
54,0.9326923076923077,0.9903846153846154,16.66862183669582,766462962920,562663912,2146.3924865722656,0
55,0.9326923076923077,0.9923076923076923,16.296765610342845,764666575080,561352680,2141.3905334472656,0
56,0.9298076923076923,0.9913461538461539,16.406753388699144,762870187240,560041448,2136.3885803222656,0
57,0.9317307692307693,0.9923076923076923,16.592846405226737,761073799400,558730216,2131.3866271972656,0
58,0.9317307692307693,0.9913461538461539,16.990222522988915,759277411560,557418984,2126.3846740722656,0
59,0.9307692307692308,0.9903846153846154,17.508304410614073,757481023720,556107752,2121.3827209472656,0
60,0.9288461538461539,0.9903846153846154,17.966085132211447,755684635880,554796520,2116.3807678222656,0
61,0.9326923076923077,0.9903846153846154,18.749004220589995,753888248040,553485288,2111.3788146972656,0
62,0.9317307692307693,0.9903846153846154,19.823107320815325,752091860200,552174056,2106.3768615722656,0
63,0.9326923076923077,0.9903846153846154,19.997789278626442,750295472360,550862824,2101.3749084472656,0
64,0.9336538461538462,0.9903846153846154,19.990418672561646,748499084520,549551592,2096.3729553222656,0
65,0.9346153846153846,0.9903846153846154,26.339496586471796,746702696680,548240360,2091.3710021972656,0
66,0.9346153846153846,0.9903846153846154,24.81876201927662,744906308840,546929128,2086.3690490722656,0
67,0.9355769230769231,0.9903846153846154,25.40337835997343,743109921000,545617896,2081.3670959472656,0
68,0.9355769230769231,0.989423076923077,24.974258691072464,741313533160,544306664,2076.3651428222656,0
69,0.9288461538461539,0.989423076923077,27.052029117941856,739517145320,542995432,2071.3631896972656,0
70,0.9336538461538462,0.989423076923077,26.082545898854733,737720757480,541684200,2066.3612365722656,0
