,pruned,acc1,acc5,loss
0,0.0,0.74,0.9056,32.739280104637146
1,0.1,0.0932,0.2282,88.60186195373535
2,0.2,0.2846,0.4835,66.66473436355591
3,0.3,0.3103,0.5217,62.415480613708496
4,0.4,0.3725,0.5792,60.03954029083252
5,0.5,0.288,0.5001,79.17379021644592
