,pruned,acc1,acc5,loss
0,0.0,0.74,0.9056,32.739280104637146
1,0.1,0.0932,0.2282,88.60182809829712
2,0.2,0.2846,0.4835,66.66477060317993
3,0.3,0.3103,0.5217,62.41547107696533
4,0.4,0.3725,0.5792,60.039620876312256
5,0.5,0.288,0.5001,79.17376351356506
