,pruned,acc1,acc5,loss
0,0.0,0.74,0.9056,32.739280104637146
1,0.1,0.7154,0.8941,33.53628921508789
2,0.2,0.6543,0.8553,38.12884855270386
3,0.3,0.5632,0.7884,45.62549662590027
4,0.4,0.4698,0.7009,52.331050157547
5,0.5,0.3239,0.5343,67.1493878364563
