,pruned,acc1,acc5,loss
0,0.0,0.74,0.9056,32.739280104637146
1,0.1,0.1143,0.2407,1667.391616821289
2,0.2,0.0979,0.2105,1971.2097625732422
3,0.3,0.154,0.2978,2742.0172729492188
4,0.4,0.1435,0.3182,8622.778137207031
5,0.5,0.1359,0.3002,44654.043701171875
