,pruned,acc1,acc5,loss
0,0.0,0.9394,0.9968,6.8042271733284
1,0.1,0.9373,0.9966,6.760674014687538
2,0.2,0.9331,0.9959,6.603927403688431
3,0.3,0.9222,0.9945,6.817856967449188
4,0.4,0.8924,0.9899,8.222121387720108
5,0.5,0.8149,0.9768,11.878304153680801
